"style","brewery_id","beer_name","beer_id","abv","ibu","ounces","brewery_name","brewery_city","brewery_state","num_of_states","popularity"
"American IPA",479,"Good People IPA",309,0.06,64,12,"Good People Brewing Company","Birmingham"," AL",48,"high"
"American IPA",243,"Infamous IPA",2038,0.07,75,12,"Infamous Brewing Company","Austin"," TX",48,"high"
"American IPA",411,"Sea Hag IPA (Current)",39,0.062,NA,12,"New England Brewing Company","Woodbridge"," CT",48,"high"
"American IPA",372,"113 IPA",24,0.07,113,12,"Sly Fox Brewing Company","Pottstown"," PA",48,"high"
"American IPA",167,"oSKAr the G'Rauch",993,0.085,NA,19.2,"Oskar Blues Brewery","Longmont"," CO",48,"high"
"American IPA",452,"Dank IPA",1224,0.065,NA,16,"Dad & Dude's Breweria","Aurora"," CO",48,"high"
"American IPA",497,"Hop Abomination",881,0.066,100,12,"Dry Dock Brewing Company","Aurora"," CO",48,"high"
"American IPA",45,"Anti-Hero IPA",415,0.065,70,12,"Revolution Brewing Company","Chicago"," IL",48,"high"
"American IPA",302,"Overbite IPA",891,0.075,NA,16,"Old Forge Brewing Company","Danville"," PA",48,"high"
"American IPA",248,"Tropicalia",2029,0.065,65,12,"Creature Comforts","Athens"," GA",48,"high"
"American IPA",47,"Bengali Tiger (2011)",422,0.064,62,16,"Sixpoint Craft Ales","Brooklyn"," NY",48,"high"
"American IPA",352,"Charlie in the Rye",1550,0.058,55,12,"Westfield River Brewing Company","Westfield"," MA",48,"high"
"American IPA",454,"Twister Creek India Pale Ale",947,0.065,71,12,"Denali Brewing Company","Talkeetna"," AK",48,"high"
"American IPA",402,"Damnesia",1473,0.062,NA,16,"Amnesia Brewing Company","Washougal"," WA",48,"high"
"American IPA",354,"Aslan IPA",1639,0.077,NA,16,"Aslan Brewing Company","Bellingham"," WA",48,"high"
"American IPA",117,"Ultra Gnar Gnar IPA",2323,0.067,60,12,"Base Camp Brewing Co.","Portland"," OR",48,"high"
"American IPA",107,"Clean Shave IPA",2426,0.067,70,12,"Glabrous Brewing Company","Pineland"," ME",48,"high"
"American IPA",252,"Barrio Blanco",2005,0.06,60,12,"Barrio Brewing Company","Tucson"," AZ",48,"high"
"American IPA",369,"21st Amendment IPA (2006)",799,0.07,70,12,"21st Amendment Brewery","San Francisco"," CA",48,"high"
"American IPA",265,"Modus Hoperandi",1521,0.068,65,12,"Ska Brewing Company","Durango"," CO",48,"high"
"American IPA",300,"Our Legacy IPA",1831,0.065,60,12,"Matt Brewing Company","Utica"," NY",48,"high"
"American IPA",392,"Lucky U IPA",193,0.062,68,12,"Breckenridge Brewery","Denver"," CO",48,"high"
"American IPA",291,"Supergoose IPA",1857,0.069,67,12,"Hale's Ales","Seattle"," WA",48,"high"
"American IPA",488,"Long Hammer IPA",583,0.065,44,12,"Redhook Brewery","Woodinville"," WA",48,"high"
"American IPA",151,"Watershed IPA (2013)",999,0.067,70,12,"Oakshire Brewing","Eugene"," OR",48,"high"
"American IPA",220,"Bozone HopZone IPA",1289,0.07,80,12,"Bozeman Brewing Company","Bozeman"," MT",48,"high"
"American IPA",44,"Jah Mon",2579,0.05,100,12,"Rivertowne Brewing Company","Export"," PA",48,"high"
"American IPA",448,"Big Nose",1242,0.073,50,12,"Swamp Head Brewery","Gainesville"," FL",48,"high"
"American IPA",534,"Jockamo IPA",516,0.065,52,12,"Abita Brewing Company","Abita Springs"," LA",48,"high"
"American IPA",44,"Dayman IPA",2048,0.05,NA,12,"Rivertowne Brewing Company","Export"," PA",48,"high"
"American IPA",379,"Mad Manatee IPA",1569,0.065,NA,12,"Bold City Brewery","Jacksonville"," FL",48,"high"
"American IPA",222,"Arcus IPA",2096,0.069,81,12,"Big Storm Brewing Company","Odessa"," FL",48,"high"
"American IPA",293,"Stowaway IPA",182,0.069,69,12,"Baxter Brewing Company","Lewiston"," ME",48,"high"
"American IPA",366,"Big Cock IPA",540,0.07,70,16,"Great River Brewery","Davenport"," IA",48,"high"
"American IPA",108,"Firestarter India Pale Ale",633,0.066,72,16,"Bonfire Brewing Company","Eagle"," CO",48,"high"
"American IPA",294,"Blue Boots IPA",1854,0.069,NA,16,"Northampton Brewery","Northamtpon"," MA",48,"high"
"American IPA",557,"Snapperhead IPA",51,0.068,NA,12,"Butternuts Beer and Ale","Garrattsville"," NY",48,"high"
"American IPA",310,"Dagger Falls IPA",1596,0.063,100,12,"Sockeye Brewing Company","Boise"," ID",48,"high"
"American IPA",257,"Threadless IPA",481,0.075,NA,16,"Finch's Beer Company","Chicago"," IL",48,"high"
"American IPA",44,"Old Wylie's IPA",1099,0.062,NA,12,"Rivertowne Brewing Company","Export"," PA",48,"high"
"American IPA",495,"Frankenlou's IPA",918,0.07,105,16,"Seven Brides Brewery","Silverton"," OR",48,"high"
"American IPA",172,"Hop Ottin' IPA",1327,0.07,80,12,"Anderson Valley Brewing Company","Boonville"," CA",48,"high"
"American IPA",347,"Manzanita IPA",1673,0.08,88,12,"Manzanita Brewing Company","Santee"," CA",48,"high"
"American IPA",225,"Hop Stalker Fresh Hop IPA",2088,0.07,80,16,"Fat Head's Brewery","Middleburg Heights"," OH",48,"high"
"American IPA",451,"Hoppy Bitch IPA",1227,0.063,NA,16,"Northwest Brewing Company","Pacific"," WA",48,"high"
"American IPA",178,"Sex and Candy",2262,0.075,NA,12,"18th Street Brewery","Gary"," IN",48,"high"
"American IPA",389,"Kentucky IPA",1149,0.065,NA,16,"Alltech's Lexington Brewing Company","Lexington"," KY",48,"high"
"American IPA",235,"Harpoon IPA (2010)",126,0.059,42,12,"Harpoon Brewery","Boston"," MA",48,"high"
"American IPA",259,"Sky-Five",1965,0.067,70,12,"Bauhaus Brew Labs","Minneapolis"," MN",48,"high"
"American IPA",325,"GreyBeard™ IPA",1760,0.069,51,12,"Pisgah Brewing Company","Black Mountain"," NC",48,"high"
"American IPA",371,"Swami's India Pale Ale",1191,0.068,NA,16,"Pizza Port Brewing Company","Carlsbad"," CA",48,"high"
"American IPA",207,"Suicide Squeeze IPA",1911,0.045,NA,16,"Fort George Brewery","Astoria"," OR",48,"high"
"American IPA",48,"Hop Session",2572,0.05,NA,12,"White Birch Brewing","Hooksett"," NH",48,"high"
"American IPA",142,"Hopped on the High Seas (Ahtanum)",1692,0.07,60,12,"Cigar City Brewing Company","Tampa"," FL",48,"high"
"American IPA",298,"Hop Farm IPA",1833,0.058,45,12,"Hop Farm Brewing Company","Pittsburgh"," PA",48,"high"
"American IPA",49,"Easy Jack",2569,0.045,47,12,"Firestone Walker Brewing Company","Paso Robles"," CA",48,"high"
"American IPA",49,"Union Jack",2463,0.075,75,12,"Firestone Walker Brewing Company","Paso Robles"," CA",48,"high"
"American IPA",265,"Rudie Session IPA",1942,0.045,NA,12,"Ska Brewing Company","Durango"," CO",48,"high"
"American IPA",364,"Better Half",1611,0.068,NA,12,"Mikkeller","Pottstown"," PA",48,"high"
"American IPA",456,"Red Clay IPA",1206,0.07,NA,12,"Sunken City Brewing Company","Hardy"," VA",48,"high"
"American IPA",433,"Blur India Pale Ale",1302,0.074,60,12,"Seabright Brewery","Santa Cruz"," CA",48,"high"
"American IPA",356,"Elephant Rock IPA",1384,0.07,75,12,"Pikes Peak Brewing Company","Monument"," CO",48,"high"
"American IPA",241,"Burning Bush Smoked IPA",750,0.08,70,16,"Golden Road Brewing","Los Angeles"," CA",48,"high"
"American IPA",482,"Rude Parrot IPA",972,0.059,75,16,"7 Seas Brewing Company","Gig Harbor"," WA",48,"high"
"American IPA",210,"City of the Sun",2159,0.075,85,16,"Modern Times Beer","San Diego"," CA",48,"high"
"American IPA",175,"Hopitoulas IPA",486,0.065,NA,16,"New Orleans Lager & Ale Brewing ...","New Orleans"," LA",48,"high"
"American IPA",46,"Tallgrass IPA",101,0.063,60,16,"Tallgrass Brewing Company","Manhattan"," KS",48,"high"
"American IPA",160,"Hop Notch IPA (2013)",1089,0.073,82,12,"Uinta Brewing Company","Salt Lake City"," UT",48,"high"
"American IPA",370,"Crank Yanker IPA",1382,0.078,74,16,"Eddyline Brewery & Restaurant","Buena Vista"," CO",48,"high"
"American IPA",183,"F5 IPA",1442,0.068,100,16,"COOP Ale Works","Oklahoma City"," OK",48,"high"
"American IPA",461,"77 Fremont Select Spring Session IPA",1174,0.04,NA,12,"Fremont Brewing Company","Seattle"," WA",48,"high"
"American IPA",203,"Campside Session IPA",2190,0.045,50,16,"Upland Brewing Company","Bloomington"," IN",48,"high"
"American IPA",343,"KelSo India Pale Ale",1572,0.06,64,12,"KelSo Beer Company","Brooklyn"," NY",48,"high"
"American IPA",344,"The Great Return",1677,0.075,70,16,"Hardywood Park Craft Brewery","Richmond"," VA",48,"high"
"American IPA",301,"Rebel IPA",1629,0.065,45,16,"Boston Beer Company","Boston"," MA",48,"high"
"American IPA",337,"Big Sky IPA",1714,0.062,65,12,"Big Sky Brewing Company","Missoula"," MT",48,"high"
"American IPA",272,"Left of the Dial IPA",1917,0.043,NA,12,"Notch Brewing Company","Ipswich"," MA",48,"high"
"American IPA",461,"Interurban IPA",857,0.065,80,12,"Fremont Brewing Company","Seattle"," WA",48,"high"
"American IPA",346,"Duluchan India Pale Ale",1249,0.056,70,12,"Lavery Brewing Company","Erie"," PA",48,"high"
"American IPA",167,"Icey.P.A.",1752,NA,NA,16,"Oskar Blues Brewery","Longmont"," CO",48,"high"
"American IPA",120,"Third Eye Pale Ale",90,0.065,65,12,"Steamworks Brewing Company","Durango"," CO",48,"high"
"American IPA",464,"La Frontera Premium IPA",1158,0.078,NA,12,"Big Bend Brewing Company","Alpine"," TX",48,"high"
"American IPA",450,"TailGate IPA",662,0.05,44,12,"TailGate Beer","San Diego"," CA",48,"high"
"American IPA",496,"Green Head IPA",915,0.072,NA,12,"Newburyport Brewing Company","Newburyport"," MA",48,"high"
"American IPA",465,"Descender IPA",1109,0.07,70,12,"Good Life Brewing Company","Bend"," OR",48,"high"
"American IPA",178,"Rise of the Phoenix",2264,0.071,NA,12,"18th Street Brewery","Gary"," IN",48,"high"
"American IPA",296,"Wachusett Light IPA (2013)",1029,0.04,37,12,"Wachusett Brewing Company","Westminster"," MA",48,"high"
"American IPA",323,"Good Vibes IPA",1603,0.073,85,12,"Voodoo Brewery","Meadville"," PA",48,"high"
"American IPA",159,"Lumberyard IPA",355,0.061,NA,12,"Lumberyard Brewing Company","Flagstaff"," AZ",48,"high"
"American IPA",203,"Dragonfly IPA",1950,0.06,NA,16,"Upland Brewing Company","Bloomington"," IN",48,"high"
"American IPA",154,"Hoodoo Voodoo IPA",2316,0.062,82,12,"Three Creeks Brewing","Sisters"," OR",48,"high"
"American IPA",511,"Double Haul IPA (2009)",759,0.065,65,16,"Kettle House Brewing Company","Missoula"," MT",48,"high"
"American IPA",273,"Focal Banger",1810,0.07,NA,16,"The Alchemist","Waterbury"," VT",48,"high"
"American IPA",191,"Trailhead ISA",1661,0.048,48,12,"Two Beers Brewing Company","Seattle"," WA",48,"high"
"American IPA",431,"Face Plant IPA",1309,0.062,65,12,"Lost Rhino Brewing Company","Ashburn"," VA",48,"high"
"American IPA",402,"Desolation IPA",837,0.062,43,16,"Amnesia Brewing Company","Washougal"," WA",48,"high"
"American IPA",229,"No Wake IPA",2077,0.072,50,12,"Geneva Lake Brewing Company","Lake Geneva"," WI",48,"high"
"American IPA",125,"Norm's Raggedy Ass IPA",2139,0.075,NA,16,"Griffin Claw Brewing Company","Birmingham"," MI",48,"high"
"American IPA",142,"Humidor Series India Pale Ale",1142,0.075,70,12,"Cigar City Brewing Company","Tampa"," FL",48,"high"
"American IPA",491,"Old Elephant Foot IPA",544,0.07,80,16,"Tampa Bay Brewing Company","Tampa"," FL",48,"high"
"American IPA",200,"Worthy IPA (2013)",1512,0.069,69,12,"Worthy Brewing Company","Bend"," OR",48,"high"
"American IPA",371,"PONTO S.I.P.A.",1589,0.045,NA,16,"Pizza Port Brewing Company","Carlsbad"," CA",48,"high"
"American IPA",156,"Caldera IPA (2009)",793,0.061,94,12,"Caldera Brewing Company","Ashland"," OR",48,"high"
"American IPA",522,"Snake Dog IPA",608,0.071,60,12,"Flying Dog Brewery","Frederick"," MD",48,"high"
"American IPA",108,"Pink-I Raspberry IPA",1517,0.068,NA,16,"Bonfire Brewing Company","Eagle"," CO",48,"high"
"American IPA",75,"Outlaw IPA (2015)",642,0.065,NA,12,"Two Brothers Brewing Company","Warrenville"," IL",48,"high"
"American IPA",210,"Booming Rollers",2157,0.068,75,16,"Modern Times Beer","San Diego"," CA",48,"high"
"American IPA",76,"Harness the Winter",2410,0.072,87,12,"Bent Paddle Brewing Company","Duluth"," MN",48,"high"
"American IPA",316,"Half Court IPA",1786,0.063,NA,16,"Cutters Brewing Company","Avon"," IN",48,"high"
"American IPA",393,"Happy Camper IPA",217,0.066,NA,12,"Santa Fe Brewing Company","Santa Fe"," NM",48,"high"
"American IPA",241,"Heal the Bay IPA",1399,0.068,65,16,"Golden Road Brewing","Los Angeles"," CA",48,"high"
"American IPA",241,"Point the Way IPA",1296,0.059,60,12,"Golden Road Brewing","Los Angeles"," CA",48,"high"
"American IPA",237,"Missile IPA",1933,0.07,65,12,"Champion Brewing Company","Charlottesville"," VA",48,"high"
"American IPA",411,"Sea Hag IPA",885,0.062,NA,12,"New England Brewing Company","Woodbridge"," CT",48,"high"
"American IPA",164,"Homefront IPA",2305,0.06,70,12,"Sly Fox Brewing Company","Phoenixville"," PA",48,"high"
"American IPA",296,"Wachusett Light IPA",1846,0.04,37,12,"Wachusett Brewing Company","Westminster"," MA",48,"high"
"American IPA",284,"Thrasher Session India Pale Ale",1886,0.045,44,12,"Defiance Brewing Company","Hays"," KS",48,"high"
"American IPA",212,"#002 American I.P.A.",2148,0.071,60,12,"Wisconsin Brewing Company","Verona"," WI",48,"high"
"American IPA",224,"Pleasure Town",2093,0.063,61,12,"Midnight Sun Brewing Company","Anchorage"," AK",48,"high"
"American IPA",321,"Jacaranada Rye IPA",1772,0.067,60,16,"Claremont Craft Ales","Claremont"," CA",48,"high"
"American IPA",538,"Tumbleweed IPA",474,0.057,NA,12,"Lewis and Clark Brewing Company","Helena"," MT",48,"high"
"American IPA",167,"Birth IPA",1750,NA,NA,12,"Oskar Blues Brewery","Longmont"," CO",48,"high"
"American IPA",511,"Double Haul IPA",86,0.065,65,16,"Kettle House Brewing Company","Missoula"," MT",48,"high"
"American IPA",376,"Flyin' HI.P.Hay",435,0.068,68,12,"Maui Brewing Company","Lahaina"," HI",48,"high"
"American IPA",254,"Batch 69 IPA",1556,0.069,69,12,"Frankenmuth Brewery","Frankenmuth"," MI",48,"high"
"American IPA",475,"Preservation IPA",1026,0.068,NA,16,"Tonka Beer Company","Minnetonka"," MN",48,"high"
"American IPA",424,"Habitus IPA",1346,0.08,86,16,"Hess Brewing Company","San Diego"," CA",48,"high"
"American IPA",341,"Category 3 IPA",1685,0.061,64,12,"Due South Brewing Company","Boynton Beach"," FL",48,"high"
"American IPA",483,"Des Moines IPA",970,0.068,75,16,"Confluence Brewing Company","Des Moines"," IA",48,"high"
"American IPA",207,"Java the Hop",1803,0.065,NA,16,"Fort George Brewery","Astoria"," OR",48,"high"
"American IPA",437,"Nice Rack IPA",1282,0.055,65,16,"Southern Oregon Brewing Company","Medford"," OR",48,"high"
"American IPA",410,"Hat Trick Hop IPA",1433,0.068,NA,16,"Tamarack Brewing Company","Lakeside"," MT",48,"high"
"American IPA",171,"Country Boy IPA",1504,0.062,80,12,"Everybody's Brewing","White Salmon"," WA",48,"high"
"American IPA",75,"Wobble",2497,0.063,69,16,"Two Brothers Brewing Company","Warrenville"," IL",48,"high"
"American IPA",288,"El Chingon IPA",1874,0.076,73,12,"Four Corners Brewing Company","Dallas"," TX",48,"high"
"American IPA",535,"Epic IPA",75,0.065,NA,12,"Mammoth Brewing Company","Mammoth Lakes"," CA",48,"high"
"American IPA",525,"Triangle India Pale Ale",594,0.057,NA,12,"Triangle Brewing Company","Durham"," NC",48,"high"
"American IPA",345,"Troopers Alley IPA",1676,0.059,135,12,"Wolf Hills Brewing Company","Abingdon"," VA",48,"high"
"American IPA",520,"House Brand IPA",632,0.06,55,12,"Big River Brewing Company","Chattanooga"," TN",48,"high"
"American IPA",533,"Inclined Plane Ale",520,NA,NA,12,"Flat Rock Brewing Company","Smithton"," PA",48,"high"
"American IPA",342,"Hula Hoppie Session IPA",1684,0.048,NA,12,"Palisade Brewing Company","Palisade"," CO",48,"high"
"American IPA",168,"Mango Ginger",2299,0.058,NA,12,"Boxcar Brewing Company","West Chester"," PA",48,"high"
"American IPA",357,"Manayunk IPA",1624,0.055,NA,12,"Manayunk Brewing Company","Philadelphia"," PA",48,"high"
"American IPA",396,"Green House India Pale Ale",1501,0.07,NA,12,"Hops & Grain Brewery","Austin"," TX",48,"high"
"American IPA",494,"Fairweather IPA",648,0.061,64,12,"Broken Tooth Brewing Company","Anchorage"," AK",48,"high"
"American IPA",430,"Green Bullet Organic India Pale Ale",1322,0.07,45,16,"Asher Brewing Company","Boulder"," CO",48,"high"
"American IPA",192,"Pako’s EyePA",393,0.068,60,12,"Snake River Brewing Company","Jackson"," WY",48,"high"
"American IPA",511,"Double Haul IPA (2006)",758,0.065,65,16,"Kettle House Brewing Company","Missoula"," MT",48,"high"
"American IPA",488,"Long Hammer IPA",945,0.065,44,16,"Redhook Brewery","Woodinville"," WA",48,"high"
"American IPA",445,"Bark Bite IPA",985,0.066,50,16,"Big Wood Brewery","Vadnais Heights"," MN",48,"high"
"American IPA",537,"Black Iron India Pale Ale",142,NA,NA,12,"Grand Canyon Brewing Company","Williams"," AZ",48,"high"
"American IPA",224,"Pleasure Town IPA",1814,0.063,61,12,"Midnight Sun Brewing Company","Anchorage"," AK",48,"high"
"American IPA",241,"Point the Way IPA (2012)",549,0.059,60,16,"Golden Road Brewing","Los Angeles"," CA",48,"high"
"American IPA",459,"Sunken Island IPA",349,0.068,NA,12,"Kenai River Brewing Company","Soldotna"," AK",48,"high"
"American IPA",492,"California Sunshine Rye IPA",730,0.071,85,16,"Devil's Canyon Brewery","Belmont"," CA",48,"high"
"American IPA",361,"Hog Wild India Pale Ale",705,0.067,NA,12,"Aviator Brewing Company","Fuquay-Varina"," NC",48,"high"
"American Malt Liquor",135,"Axe Head Malt Liquor",2361,0.099,NA,24,"Minhas Craft Brewery","Monroe"," WI",1,"low"
"American Pale Ale (APA)",381,"543 Skull Creek Fresh Hopped Pale Ale",937,0.045,NA,12,"Blue Blood Brewing Company","Lincoln"," NE",45,"high"
"American Pale Ale (APA)",55,"Moped Traveler",2554,0.055,NA,16,"Flesk Brewing Company","Lombard"," IL",45,"high"
"American Pale Ale (APA)",26,"Osiris Pale Ale (2010)",54,0.056,50,16,"Sun King Brewing Company","Indianapolis"," IN",45,"high"
"American Pale Ale (APA)",336,"Iron Horse Pale Ale",1722,0.05,32,12,"Fargo Brewing Company","Fargo"," ND",45,"high"
"American Pale Ale (APA)",20,"Insert Hop Reference",2619,0.058,NA,16,"Brew Link Brewing","Plainfield"," IN",45,"high"
"American Pale Ale (APA)",26,"Osiris Pale Ale",1389,0.056,50,16,"Sun King Brewing Company","Indianapolis"," IN",45,"high"
"American Pale Ale (APA)",225,"Trail Head",2089,0.063,55,12,"Fat Head's Brewery","Middleburg Heights"," OH",45,"high"
"American Pale Ale (APA)",126,"Weekend Warrior Pale Ale",1557,0.055,40,12,"Karbach Brewing Company","Houston"," TX",45,"high"
"American Pale Ale (APA)",99,"El Conquistador Extra Pale Ale",1460,0.048,44,32,"Mission Brewery","San Diego"," CA",45,"high"
"American Pale Ale (APA)",172,"Poleeko Gold Pale Ale (2009)",76,0.055,28,12,"Anderson Valley Brewing Company","Boonville"," CA",45,"high"
"American Pale Ale (APA)",84,"Sierra Nevada Pale Ale",1905,0.056,37,16,"Sierra Nevada Brewing Company","Chico"," CA",45,"high"
"American Pale Ale (APA)",383,"Full Nelson Pale Ale",1547,0.059,60,12,"Blue Mountain Brewery","Afton"," VA",45,"high"
"American Pale Ale (APA)",310,"Hell-Diver Pale Ale",1151,0.052,32,12,"Sockeye Brewing Company","Boise"," ID",45,"high"
"American Pale Ale (APA)",504,"Dale's Pale Ale (2006)",744,0.065,65,12,"Oskar Blues Brewery","Lyons"," CO",45,"high"
"American Pale Ale (APA)",71,"Jalapeno Pale Ale",2508,0.055,45,16,"Birdsong Brewing Company","Charlotte"," NC",45,"high"
"American Pale Ale (APA)",191,"Persnickety Pale",560,0.057,36,12,"Two Beers Brewing Company","Seattle"," WA",45,"high"
"American Pale Ale (APA)",92,"SPRYE",1815,0.05,40,12,"Madtree Brewing Company","Cincinnati"," OH",45,"high"
"American Pale Ale (APA)",45,"Fist City",2576,0.055,40,12,"Revolution Brewing Company","Chicago"," IL",45,"high"
"American Pale Ale (APA)",445,"Jack Pine Savage",1257,0.053,43,16,"Big Wood Brewery","Vadnais Heights"," MN",45,"high"
"American Pale Ale (APA)",372,"Phoenix Pale Ale",20,0.051,40,12,"Sly Fox Brewing Company","Pottstown"," PA",45,"high"
"American Pale Ale (APA)",50,"420 Extra Pale Ale",1709,0.054,NA,12,"SweetWater Brewing Company","Atlanta"," GA",45,"high"
